l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
922,343,70,2,5.99,1594.74,0.03,0.06,N,F,1994-10-02,1994-12-09,1994-10-26,DELIVER IN PERSON,TRUCK,carefully carefully quickly final silent sly
922,140,46,3,16.6,1922.56,0.06,0.02,N,F,1994-10-26,1994-12-03,1994-10-31,NONE,SHIP,final regular pending final pending
923,380,16,1,29.62,333.43,0.06,0.04,A,F,1998-08-03,1998-09-14,1998-08-18,NONE,REG AIR,blithely regular quickly carefully pending
923,351,77,2,10.28,1976.43,0.04,0.07,A,F,1998-07-24,1998-09-11,1998-07-30,COLLECT COD,AIR,pending blithely unusual slyly
923,204,22,3,43.25,2914.62,0.01,0.04,N,F,1998-08-25,1998-08-29,1998-09-23,TAKE BACK RETURN,AIR,slyly furiously regular pending final pendin
924,342,60,1,48.75,2814.07,0.03,0.05,A,F,1995-11-27,1996-01-04,1995-12-06,COLLECT COD,SHIP,express pending furiously quickly
924,154,53,2,34.96,3269.25,0.05,0.0,N,F,1995-12-05,1995-12-23,1995-12-20,COLLECT COD,FOB,final slyly express
924,158,1,3,35.87,1915.73,0.0,0.04,N,F,1995-10-30,1995-12-05,1995-11-28,TAKE BACK RETURN,TRUCK,final carefully express regular quickly
925,206,67,1,18.53,1340.79,0.06,0.03,N,F,1997-03-11,1997-04-11,1997-03-31,DELIVER IN PERSON,SHIP,express special carefully slyly quickly
925,50,55,2,26.78,2491.05,0.07,0.04,N,F,1997-03-02,1997-03-17,1997-03-06,NONE,REG AIR,blithely regular special
925,7,33,3,14.92,1097.9,0.07,0.02,R,F,1997-02-12,1997-04-07,1997-03-09,DELIVER IN PERSON,TRUCK,carefully regular slyly carefully blithely s
926,185,20,1,24.51,3808.95,0.02,0.01,R,F,1996-03-06,1996-04-29,1996-03-10,COLLECT COD,TRUCK,furiously unusual furiously special slyly qu
926,252,91,2,18.24,1025.56,0.1,0.01,R,F,1996-03-08,1996-05-11,1996-03-22,DELIVER IN PERSON,MAIL,blithely carefully express carefully silent 
926,268,73,3,32.13,4984.96,0.01,0.0,A,F,1996-03-06,1996-05-20,1996-04-02,TAKE BACK RETURN,SHIP,quickly furiously quickly slyly
927,120,2,1,9.53,1828.68,0.03,0.06,R,F,1998-12-12,1999-02-07,1999-01-10,NONE,FOB,final pending blithely slyly quickly
927,491,39,2,6.21,1898.7,0.0,0.01,N,F,1999-01-04,1998-12-20,1999-01-11,COLLECT COD,REG AIR,carefully special regular final furiously fi
927,372,95,3,28.16,3873.32,0.09,0.06,R,F,1999-01-02,1999-01-14,1999-01-16,DELIVER IN PERSON,RAIL,slyly carefully furiously slyly quickly furi
928,82,87,1,10.08,1875.96,0.03,0.04,R,F,1994-02-06,1994-02-09,1994-02-17,DELIVER IN PERSON,SHIP,blithely silent special pending
928,477,14,2,3.75,1954.44,0.09,0.05,R,F,1993-12-12,1994-01-08,1994-01-03,DELIVER IN PERSON,RAIL,unusual furiously silent silent express quic
928,1,58,3,33.16,4195.59,0.08,0.07,R,F,1994-02-07,1994-03-01,1994-02-22,TAKE BACK RETURN,TRUCK,express special final furiously
929,93,20,1,16.89,2509.52,0.1,0.04,N,F,1998-04-15,1998-06-02,1998-05-13,COLLECT COD,TRUCK,express silent furiously unusual unusual
929,111,92,2,44.33,435.89,0.06,0.04,N,F,1998-05-09,1998-07-10,1998-05-30,COLLECT COD,MAIL,regular unusual final pending blithely expre
929,211,13,3,14.86,4086.91,0.04,0.05,R,F,1998-05-20,1998-06-17,1998-05-25,NONE,AIR,furiously furiously furiously blithely
930,330,68,1,3.86,4306.24,0.05,0.01,N,F,1997-12-04,1998-01-15,1997-12-18,TAKE BACK RETURN,AIR,special final special pending final
930,371,39,2,39.25,1563.98,0.0,0.04,R,F,1997-12-23,1997-12-15,1998-01-20,DELIVER IN PERSON,FOB,express unusual carefully
930,418,11,3,10.37,591.53,0.02,0.02,N,F,1997-12-28,1998-01-21,1998-01-16,TAKE BACK RETURN,FOB,silent slyly blithely special quickly quickl
931,428,76,1,42.32,4009.73,0.09,0.02,A,F,1998-04-12,1998-06-01,1998-04-20,TAKE BACK RETURN,REG AIR,regular final regular pending final express 
931,35,69,2,21.16,1753.82,0.02,0.08,N,F,1998-05-04,1998-05-29,1998-06-02,DELIVER IN PERSON,FOB,silent final furiously pending furiously exp
931,351,60,3,22.11,199.47,0.03,0.05,R,F,1998-03-10,1998-04-09,1998-03-27,TAKE BACK RETURN,MAIL,furiously carefully slyly final pending furi
932,352,41,1,28.95,166.32,0.04,0.06,A,F,1995-07-14,1995-08-04,1995-07-16,DELIVER IN PERSON,SHIP,pending regular pending regular express quic
932,99,37,2,9.72,4090.61,0.03,0.05,N,F,1995-07-06,1995-07-19,1995-08-04,DELIVER IN PERSON,FOB,slyly pending final
932,2,24,3,22.56,549.28,0.01,0.03,N,F,1995-06-30,1995-07-24,1995-07-02,NONE,RAIL,quickly special blithely unusual silent spec
933,186,75,1,25.55,515.96,0.07,0.06,R,F,1994-03-07,1994-04-04,1994-03-26,COLLECT COD,RAIL,regular furiously blithely final slyly quick
933,31,50,2,44.54,3128.65,0.04,0.04,A,F,1994-02-02,1994-03-20,1994-02-05,COLLECT COD,SHIP,pending special carefully carefully slyly ex
933,276,38,3,40.15,1465.4,0.02,0.07,N,F,1994-01-24,1994-02-25,1994-01-28,COLLECT COD,SHIP,carefully unusual pending final quickly regu
934,73,90,1,14.53,3570.19,0.07,0.01,N,F,1996-04-20,1996-06-14,1996-05-07,DELIVER IN PERSON,REG AIR,express quickly quickly
934,299,72,2,34.95,3025.42,0.03,0.06,N,F,1996-06-03,1996-06-19,1996-06-26,DELIVER IN PERSON,RAIL,furiously pending furiously furiously final 
934,238,28,3,26.14,408.39,0.08,0.02,A,F,1996-05-27,1996-05-29,1996-06-08,TAKE BACK RETURN,REG AIR,express final quickly special blithely regul
935,203,25,1,15.54,3001.11,0.08,0.01,N,F,1993-04-03,1993-04-17,1993-05-03,COLLECT COD,RAIL,carefully slyly slyly final
935,279,99,2,6.45,2251.53,0.05,0.03,R,F,1993-02-24,1993-05-05,1993-03-01,TAKE BACK RETURN,SHIP,silent special quickly carefully blithely fu
935,101,97,3,39.34,3926.59,0.08,0.06,R,F,1993-02-26,1993-04-16,1993-03-27,DELIVER IN PERSON,MAIL,unusual special special pending
936,386,48,1,4.73,314.05,0.05,0.07,N,F,1994-12-30,1995-01-22,1995-01-17,NONE,TRUCK,final final slyly quickly final slyly
936,364,35,2,43.49,219.49,0.07,0.02,N,F,1994-12-08,1994-12-23,1995-01-06,TAKE BACK RETURN,TRUCK,silent pending pending carefully express car
936,475,62,3,13.32,3374.72,0.03,0.01,A,F,1994-12-24,1995-02-12,1995-01-13,TAKE BACK RETURN,RAIL,silent final special final
937,388,54,1,13.0,4328.39,0.03,0.05,A,F,1997-01-18,1997-02-09,1997-02-01,NONE,MAIL,express express regular
937,453,45,2,32.59,2614.02,0.09,0.05,A,F,1996-12-01,1997-01-30,1996-12-22,COLLECT COD,REG AIR,blithely slyly unusual unusual
937,5,69,3,46.54,4899.6,0.01,0.01,N,F,1997-01-23,1997-01-24,1997-02-01,DELIVER IN PERSON,RAIL,regular slyly silent unusual
938,206,48,1,48.87,1112.37,0.06,0.01,R,F,1998-04-04,1998-05-15,1998-04-06,TAKE BACK RETURN,FOB,pending carefully regular carefully slyly pe
938,260,73,2,50.0,4372.68,0.01,0.01,N,F,1998-03-11,1998-05-11,1998-03-27,NONE,TRUCK,furiously blithely unusual regular
938,331,93,3,1.88,3708.9,0.09,0.08,N,F,1998-03-13,1998-05-16,1998-03-14,NONE,RAIL,quickly silent express express pending speci
939,425,66,1,47.65,540.15,0.07,0.05,N,F,1995-09-17,1995-09-12,1995-10-09,TAKE BACK RETURN,MAIL,unusual blithely final quickly regular regul
939,449,61,2,14.07,4663.01,0.07,0.0,R,F,1995-09-03,1995-09-19,1995-09-28,TAKE BACK RETURN,TRUCK,silent regular final slyly special final reg
939,82,99,3,35.6,4543.88,0.08,0.04,A,F,1995-09-13,1995-09-20,1995-10-10,DELIVER IN PERSON,REG AIR,carefully furiously regular carefully final 
940,184,37,1,46.48,3162.75,0.05,0.04,A,F,1994-05-25,1994-07-08,1994-06-13,TAKE BACK RETURN,REG AIR,slyly furiously pending regular
940,406,98,2,18.05,4287.28,0.09,0.02,N,F,1994-07-12,1994-07-06,1994-08-01,COLLECT COD,TRUCK,unusual special furiously furiously unusual
940,53,70,3,29.25,4224.53,0.01,0.05,R,F,1994-06-07,1994-07-26,1994-06-15,NONE,FOB,carefully final slyly express unusual unusua
941,211,49,1,33.74,4421.09,0.01,0.07,N,F,1996-10-05,1996-11-16,1996-10-17,COLLECT COD,AIR,special regular final final furiously unusua
941,289,30,2,14.4,2405.44,0.07,0.05,R,F,1996-10-29,1996-12-01,1996-10-31,NONE,AIR,silent final special
941,379,97,3,22.03,1048.87,0.1,0.08,N,F,1996-10-18,1996-11-20,1996-11-07,NONE,MAIL,unusual express final express regular silent
942,364,34,1,4.5,4901.74,0.05,0.04,N,F,1995-11-14,1995-11-14,1995-11-22,COLLECT COD,REG AIR,slyly pending special
942,260,20,2,45.63,3194.54,0.04,0.0,N,F,1995-11-08,1995-12-16,1995-11-14,DELIVER IN PERSON,RAIL,regular regular quickly blithely regular sly
942,255,39,3,45.11,100.77,0.0,0.0,R,F,1995-10-17,1996-01-08,1995-10-18,DELIVER IN PERSON,SHIP,pending furiously carefully unusual furiousl
943,126,20,1,47.61,3705.37,0.08,0.02,A,F,1996-07-03,1996-08-06,1996-07-16,NONE,TRUCK,blithely slyly carefully blithely express pe
943,65,2,2,9.16,4798.16,0.06,0.07,A,F,1996-08-05,1996-07-23,1996-08-06,TAKE BACK RETURN,AIR,quickly final unusual final furiously furiou
943,104,89,3,41.48,296.14,0.08,0.04,A,F,1996-08-06,1996-08-14,1996-08-16,DELIVER IN PERSON,FOB,quickly regular pending carefully carefully 
944,347,42,1,19.4,4933.37,0.07,0.05,R,F,1994-03-12,1994-04-30,1994-04-06,NONE,FOB,furiously express special
944,45,82,2,15.48,4385.85,0.0,0.02,A,F,1994-02-07,1994-05-01,1994-02-11,COLLECT COD,FOB,regular blithely pending blithely
944,270,81,3,21.62,480.72,0.01,0.07,A,F,1994-03-11,1994-03-20,1994-03-31,NONE,RAIL,pending special regular
945,15,91,1,20.02,3155.86,0.06,0.07,A,F,1996-06-27,1996-07-27,1996-07-06,DELIVER IN PERSON,SHIP,carefully silent silent
945,80,84,2,33.49,786.58,0.01,0.03,N,F,1996-06-05,1996-08-08,1996-07-01,TAKE BACK RETURN,MAIL,silent blithely carefully
945,245,18,3,33.2,1760.65,0.1,0.07,N,F,1996-05-31,1996-06-27,1996-06-18,NONE,MAIL,slyly furiously furiously unusual final
946,443,41,1,15.23,1033.77,0.05,0.01,A,F,1998-01-23,1998-03-19,1998-02-16,DELIVER IN PERSON,SHIP,regular slyly furiously
946,290,42,2,45.25,2477.79,0.09,0.07,A,F,1998-02-10,1998-02-15,1998-02-24,COLLECT COD,SHIP,regular silent silent regular
946,269,6,3,23.82,2816.33,0.01,0.07,R,F,1998-01-15,1998-03-22,1998-01-23,NONE,RAIL,slyly silent blithely unusual blithely final
947,363,65,1,15.09,3266.11,0.06,0.01,A,F,1996-11-10,1996-11-27,1996-11-19,TAKE BACK RETURN,AIR,carefully unusual silent final silent specia
947,235,39,2,16.34,704.02,0.02,0.04,A,F,1996-09-23,1996-11-20,1996-10-17,DELIVER IN PERSON,REG AIR,blithely special unusual
947,461,7,3,13.02,3332.46,0.09,0.04,R,F,1996-09-25,1996-11-16,1996-10-16,TAKE BACK RETURN,MAIL,express express quickly regular
948,184,94,1,27.67,4050.21,0.01,0.06,N,F,1997-04-02,1997-03-28,1997-04-17,COLLECT COD,REG AIR,special silent pending silent regular furiou
948,59,63,2,34.05,3458.08,0.02,0.0,N,F,1997-03-31,1997-04-15,1997-04-14,NONE,REG AIR,silent blithely blithely pending unusual
948,476,18,3,7.37,2098.76,0.02,0.08,R,F,1997-03-28,1997-03-23,1997-04-12,TAKE BACK RETURN,AIR,final silent final silent
949,84,37,1,3.71,2958.53,0.0,0.0,N,F,1996-10-27,1996-10-29,1996-11-19,NONE,AIR,unusual quickly slyly
949,191,2,2,30.8,4431.46,0.07,0.07,N,F,1996-10-23,1996-10-27,1996-11-03,COLLECT COD,RAIL,regular pending quickly
949,45,67,3,46.44,3289.23,0.09,0.01,R,F,1996-10-30,1996-11-17,1996-11-14,DELIVER IN PERSON,MAIL,quickly regular blithely
950,330,38,1,17.09,4656.16,0.1,0.01,N,F,1996-03-20,1996-05-03,1996-04-11,DELIVER IN PERSON,REG AIR,slyly regular special regular carefully expr
950,333,86,2,7.22,117.1,0.05,0.04,A,F,1996-02-29,1996-04-06,1996-03-21,COLLECT COD,FOB,quickly pending silent blithely
950,162,15,3,5.35,3724.34,0.07,0.08,R,F,1996-02-23,1996-04-14,1996-03-03,COLLECT COD,TRUCK,blithely final pending
951,137,30,1,13.47,1747.57,0.05,0.05,A,F,1993-10-29,1993-10-16,1993-11-16,DELIVER IN PERSON,TRUCK,express silent express carefully quickly
951,441,96,2,44.93,3464.61,0.04,0.08,R,F,1993-10-10,1993-10-29,1993-10-19,NONE,AIR,pending pending silent special unusual pendi
951,332,95,3,35.37,4786.96,0.03,0.04,N,F,1993-11-08,1993-11-05,1993-11-23,TAKE BACK RETURN,FOB,silent carefully unusual unusual final speci
952,187,90,1,33.29,475.48,0.08,0.05,A,F,1996-12-15,1996-12-31,1997-01-11,DELIVER IN PERSON,FOB,pending express final silent blithely silent
952,406,46,2,17.9,3380.22,0.01,0.06,A,F,1997-01-05,1997-01-15,1997-01-13,TAKE BACK RETURN,RAIL,unusual silent silent special silent special
952,48,23,3,36.81,3879.93,0.01,0.04,R,F,1996-11-27,1997-01-05,1996-11-28,DELIVER IN PERSON,REG AIR,pending regular quickly
953,352,29,1,41.84,2636.85,0.09,0.02,A,F,1995-03-06,1995-05-18,1995-03-16,TAKE BACK RETURN,RAIL,furiously express express pending express pe
953,164,22,2,46.05,4653.37,0.07,0.01,R,F,1995-04-11,1995-04-10,1995-05-05,NONE,MAIL,furiously furiously quickly unusual quickly 
953,38,82,3,1.14,2112.58,0.09,0.01,N,F,1995-03-30,1995-04-12,1995-04-10,NONE,FOB,blithely pending regular regular quickly reg
954,385,61,1,7.82,4522.62,0.07,0.04,R,F,1998-03-17,1998-04-25,1998-04-16,TAKE BACK RETURN,MAIL,silent furiously regular final silent
954,484,72,2,10.85,2531.37,0.03,0.01,N,F,1998-03-14,1998-05-06,1998-03-18,DELIVER IN PERSON,MAIL,special carefully final express final furiou
954,244,51,3,4.31,3184.07,0.0,0.08,R,F,1998-03-31,1998-04-08,1998-04-06,TAKE BACK RETURN,REG AIR,express unusual express regular silent
955,264,67,1,10.2,2475.62,0.06,0.02,N,F,1995-07-13,1995-07-11,1995-08-05,TAKE BACK RETURN,RAIL,silent special express final quickly
955,116,23,2,35.82,705.08,0.03,0.04,N,F,1995-07-16,1995-08-29,1995-08-09,DELIVER IN PERSON,REG AIR,slyly regular pending carefully silent
955,53,47,3,39.48,1962.01,0.03,0.07,A,F,1995-07-09,1995-07-13,1995-08-04,COLLECT COD,RAIL,unusual express regular slyly unusual carefu
956,254,52,1,48.98,1413.44,0.05,0.01,R,F,1998-12-07,1999-02-21,1999-01-03,DELIVER IN PERSON,TRUCK,silent regular unusual express silent blithe
956,13,19,2,35.95,2061.08,0.05,0.01,R,F,1998-12-04,1999-01-14,1998-12-20,NONE,RAIL,unusual pending regular unusual final blithe
956,276,99,3,19.74,3013.14,0.02,0.01,A,F,1999-01-17,1999-01-25,1999-02-14,COLLECT COD,SHIP,final pending slyly silent unusual unusual s
957,129,11,1,16.76,3012.99,0.05,0.08,N,F,1997-05-04,1997-06-25,1997-05-14,COLLECT COD,FOB,regular quickly silent unusual carefully unu
957,280,84,2,12.95,3130.65,0.07,0.01,N,F,1997-05-27,1997-05-07,1997-06-07,TAKE BACK RETURN,MAIL,furiously furiously special furiously carefu
957,95,19,3,25.67,2989.1,0.05,0.08,N,F,1997-04-07,1997-06-25,1997-04-08,COLLECT COD,TRUCK,silent pending pending unusual regular
958,292,54,1,18.07,3256.31,0.07,0.07,A,F,1998-04-21,1998-05-30,1998-05-13,TAKE BACK RETURN,SHIP,special unusual blithely regular slyly unusu
958,475,73,2,38.17,2229.14,0.02,0.0,A,F,1998-04-25,1998-06-02,1998-05-10,DELIVER IN PERSON,REG AIR,silent unusual blithely carefully
958,337,57,3,17.9,4034.5,0.05,0.06,N,F,1998-05-12,1998-05-22,1998-06-03,COLLECT COD,MAIL,quickly quickly express blithely carefully u
959,422,28,1,18.27,2389.73,0.0,0.05,N,F,1995-07-07,1995-06-27,1995-08-02,DELIVER IN PERSON,TRUCK,carefully unusual express furiously regular
959,479,23,2,3.43,2894.77,0.04,0.05,R,F,1995-07-03,1995-06-24,1995-07-25,NONE,REG AIR,regular express silent
959,408,76,3,25.73,749.33,0.0,0.03,A,F,1995-06-20,1995-07-23,1995-06-28,NONE,MAIL,silent express slyly pending final silent fu
960,226,97,1,38.07,1289.85,0.03,0.08,A,F,1996-01-10,1996-02-06,1996-01-31,NONE,RAIL,silent slyly express regular final blithely 
960,184,3,2,14.05,2575.62,0.07,0.06,N,F,1996-02-05,1996-01-18,1996-02-16,COLLECT COD,RAIL,final blithely final unusual regular quickly
960,449,89,3,25.56,2101.6,0.07,0.08,N,F,1996-02-05,1996-03-10,1996-03-01,TAKE BACK RETURN,MAIL,slyly unusual blithely pending
961,212,29,1,49.71,2237.66,0.06,0.07,N,F,1995-01-12,1995-02-27,1995-02-09,TAKE BACK RETURN,FOB,final blithely quickly
961,446,69,2,36.66,4689.76,0.06,0.04,A,F,1995-02-04,1995-02-25,1995-02-07,TAKE BACK RETURN,FOB,furiously furiously express pending express 
961,392,87,3,9.07,727.49,0.05,0.02,N,F,1994-12-17,1995-03-13,1995-01-07,TAKE BACK RETURN,REG AIR,quickly unusual regular slyly furiously spec
962,43,60,1,16.42,4616.59,0.09,0.07,N,F,1995-09-07,1995-10-14,1995-09-23,DELIVER IN PERSON,TRUCK,final furiously silent unusual
962,57,51,2,3.22,3783.9,0.09,0.02,R,F,1995-08-24,1995-09-08,1995-09-21,DELIVER IN PERSON,MAIL,special unusual pending final
962,324,74,3,46.59,828.97,0.05,0.08,R,F,1995-10-04,1995-09-16,1995-10-19,TAKE BACK RETURN,MAIL,unusual pending unusual furiously blithely s
963,430,18,1,7.39,559.79,0.1,0.06,A,F,1993-07-13,1993-07-19,1993-07-14,NONE,REG AIR,carefully silent pending regular regular spe
963,87,76,2,1.76,3701.53,0.05,0.05,A,F,1993-07-26,1993-08-23,1993-07-27,NONE,TRUCK,furiously unusual quickly quickly slyly slyl
963,68,59,3,28.0,4119.25,0.06,0.01,R,F,1993-08-04,1993-09-12,1993-08-15,COLLECT COD,FOB,express unusual express special unusual sile
964,75,34,1,26.4,3828.08,0.05,0.07,A,F,1995-08-16,1995-09-24,1995-08-18,NONE,REG AIR,final unusual carefully carefully express
964,112,18,2,12.43,1967.63,0.09,0.03,R,F,1995-09-10,1995-09-09,1995-09-16,DELIVER IN PERSON,FOB,silent blithely regular carefully unusual ca
964,75,99,3,1.74,1842.59,0.01,0.01,A,F,1995-07-22,1995-09-08,1995-07-28,TAKE BACK RETURN,MAIL,blithely silent furiously blithely slyly car
965,362,21,1,44.01,4361.36,0.08,0.04,N,F,1994-08-23,1994-10-06,1994-09-06,NONE,TRUCK,regular furiously special express
965,15,92,2,8.83,1033.9,0.0,0.05,R,F,1994-08-02,1994-09-19,1994-08-30,DELIVER IN PERSON,TRUCK,carefully unusual special
965,46,15,3,3.99,339.96,0.06,0.01,R,F,1994-08-23,1994-10-12,1994-08-29,DELIVER IN PERSON,MAIL,quickly silent silent final quickly pending 
966,305,46,1,46.2,4494.09,0.04,0.02,A,F,1996-03-29,1996-03-31,1996-04-17,DELIVER IN PERSON,AIR,express furiously unusual carefully quickly 
966,363,67,2,12.11,406.92,0.04,0.04,A,F,1996-03-29,1996-04-18,1996-04-08,TAKE BACK RETURN,MAIL,express pending express quickly
966,208,8,3,16.29,988.73,0.03,0.02,N,F,1996-03-10,1996-05-24,1996-03-11,DELIVER IN PERSON,TRUCK,carefully unusual furiously
967,83,35,1,6.36,4799.06,0.09,0.02,N,F,1995-10-21,1995-10-30,1995-11-07,DELIVER IN PERSON,AIR,quickly unusual slyly regular special
967,62,71,2,38.17,4877.11,0.01,0.02,N,F,1995-11-20,1995-11-13,1995-11-26,DELIVER IN PERSON,AIR,blithely regular quickly
967,291,95,3,44.03,145.68,0.02,0.05,N,F,1995-11-09,1995-12-12,1995-11-30,DELIVER IN PERSON,FOB,blithely final regular silent regular
968,120,82,1,15.31,680.61,0.01,0.08,N,F,1994-09-19,1994-10-16,1994-09-26,NONE,SHIP,pending final express carefully
968,377,4,2,17.42,1667.2,0.08,0.03,N,F,1994-09-20,1994-09-14,1994-09-23,COLLECT COD,RAIL,special slyly slyly
968,398,96,3,43.72,781.14,0.06,0.03,A,F,1994-09-30,1994-09-08,1994-10-18,NONE,REG AIR,regular special regular regular silent blith
969,420,100,1,8.61,3815.82,0.06,0.0,N,F,1998-12-10,1999-01-13,1998-12-23,COLLECT COD,AIR,final carefully quickly special
969,127,91,2,6.54,1704.04,0.06,0.03,R,F,1998-11-17,1998-12-07,1998-12-11,DELIVER IN PERSON,MAIL,quickly special carefully final regular
969,174,10,3,23.05,1250.26,0.08,0.01,N,F,1998-12-26,1998-12-14,1999-01-25,TAKE BACK RETURN,MAIL,quickly furiously slyly
970,202,1,1,41.16,2893.34,0.09,0.07,N,F,1997-10-21,1997-11-28,1997-11-19,DELIVER IN PERSON,TRUCK,special pending special express final pendin
970,156,82,2,42.21,4695.35,0.04,0.05,A,F,1997-11-28,1997-12-21,1997-12-22,DELIVER IN PERSON,SHIP,express pending quickly slyly silent
970,10,25,3,1.73,3464.5,0.03,0.04,N,F,1997-10-08,1997-11-23,1997-10-23,TAKE BACK RETURN,TRUCK,blithely pending slyly pending
971,269,72,1,4.19,1821.57,0.03,0.07,R,F,1998-05-11,1998-06-15,1998-06-04,TAKE BACK RETURN,SHIP,quickly furiously blithely carefully silent 
971,93,61,2,34.91,3362.08,0.06,0.01,A,F,1998-06-10,1998-06-28,1998-06-14,COLLECT COD,FOB,quickly final express unusual special pendin
971,128,1,3,2.45,3404.08,0.08,0.01,R,F,1998-04-22,1998-06-21,1998-05-17,COLLECT COD,AIR,quickly blithely silent
972,254,53,1,27.55,4566.16,0.03,0.01,R,F,1998-11-05,1998-12-14,1998-11-10,DELIVER IN PERSON,RAIL,final quickly blithely
972,256,70,2,48.73,1608.95,0.09,0.03,R,F,1998-09-17,1998-10-28,1998-09-22,DELIVER IN PERSON,REG AIR,quickly blithely special blithely pending ex
972,79,65,3,13.14,2966.9,0.06,0.01,N,F,1998-09-24,1998-10-18,1998-10-05,TAKE BACK RETURN,REG AIR,quickly pending carefully
973,53,22,1,13.23,1014.85,0.09,0.05,A,F,1994-07-05,1994-07-08,1994-08-01,NONE,TRUCK,unusual unusual final silent slyly furiously
973,144,71,2,3.71,235.49,0.08,0.03,N,F,1994-07-10,1994-07-13,1994-08-01,COLLECT COD,TRUCK,special blithely special silent regular blit
973,231,50,3,44.37,1247.91,0.02,0.01,A,F,1994-06-01,1994-07-05,1994-06-29,COLLECT COD,REG AIR,carefully regular express
974,447,15,1,38.09,4983.29,0.06,0.01,R,F,1996-04-15,1996-06-07,1996-04-24,NONE,REG AIR,blithely furiously final unusual unusual pen
974,207,96,2,27.11,798.3,0.01,0.02,A,F,1996-05-06,1996-05-14,1996-05-22,DELIVER IN PERSON,AIR,final special silent blithely unusual
974,8,28,3,42.97,1617.82,0.06,0.02,N,F,1996-06-03,1996-06-02,1996-06-13,COLLECT COD,TRUCK,quickly regular furiously final special pend
975,484,78,1,3.5,4142.83,0.02,0.06,A,F,1997-01-06,1997-01-25,1997-01-07,COLLECT COD,TRUCK,special carefully quickly quickly
975,53,19,2,28.43,1835.98,0.02,0.08,R,F,1997-02-12,1997-02-03,1997-03-01,DELIVER IN PERSON,TRUCK,furiously slyly slyly express
975,289,38,3,25.27,3605.96,0.09,0.06,A,F,1996-12-25,1997-02-02,1996-12-31,NONE,FOB,slyly silent regular silent blithely special
976,351,20,1,6.67,4342.86,0.08,0.07,N,F,1993-05-01,1993-06-16,1993-05-20,NONE,SHIP,final special express
976,114,99,2,42.04,3248.94,0.06,0.02,N,F,1993-03-22,1993-05-12,1993-03-30,NONE,SHIP,regular special special
976,228,37,3,4.02,4409.75,0.02,0.08,R,F,1993-04-01,1993-05-07,1993-04-05,DELIVER IN PERSON,REG AIR,unusual unusual pending regular silent unusu
977,299,9,1,34.21,2915.81,0.0,0.01,A,F,1997-06-27,1997-06-12,1997-07-26,COLLECT COD,FOB,slyly silent furiously blithely
