o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
848,658,F,6520.8,1994-08-04,4-NOT SPECIFIED,Clerk#000000057,1,blithely furiously quickly
849,401,O,5010.72,1995-03-12,3-MEDIUM,Clerk#000000299,0,special pending carefully unusual silent final unusual
850,562,P,9856.68,1995-02-14,4-NOT SPECIFIED,Clerk#000000399,1,special regular slyly express furiously pending quickly special
851,638,P,5957.25,1998-09-22,3-MEDIUM,Clerk#000000004,0,slyly silent regular final quickly pending pending
852,441,F,6447.07,1998-02-10,2-HIGH,Clerk#000000709,1,silent pending quickly special
853,943,O,6522.15,1998-12-09,2-HIGH,Clerk#000000943,1,furiously final pending silent slyly
854,361,F,5779.95,1996-07-22,1-URGENT,Clerk#000000432,1,quickly special quickly express furiously special silent furiously
855,684,F,7388.26,1996-03-25,2-HIGH,Clerk#000000769,0,blithely regular silent regular express
856,704,F,8853.4,1997-12-18,4-NOT SPECIFIED,Clerk#000000508,0,express blithely express final carefully final express
857,821,F,11028.72,1998-02-04,1-URGENT,Clerk#000000363,1,quickly special carefully final furiously
858,116,F,5401.27,1998-12-08,4-NOT SPECIFIED,Clerk#000000774,1,carefully slyly quickly carefully silent
859,855,O,8391.92,1995-12-21,5-LOW,Clerk#000000123,1,unusual express carefully
860,498,F,10728.42,1998-02-17,2-HIGH,Clerk#000000034,1,silent silent quickly regular
861,684,O,6456.67,1997-11-29,5-LOW,Clerk#000000014,1,pending furiously pending
862,110,P,6608.0,1994-04-05,5-LOW,Clerk#000000309,1,special regular pending express special regular
863,659,F,5361.57,1997-04-22,5-LOW,Clerk#000000192,1,blithely carefully quickly
864,312,P,10036.68,1993-04-18,4-NOT SPECIFIED,Clerk#000000390,0,unusual special final slyly special quickly express special
865,178,F,8979.82,1997-10-11,4-NOT SPECIFIED,Clerk#000000309,0,unusual silent blithely regular express
866,476,F,11431.35,1993-01-04,1-URGENT,Clerk#000000086,0,blithely regular blithely regular blithely
867,204,O,9951.47,1997-04-18,4-NOT SPECIFIED,Clerk#000000626,0,carefully carefully carefully final final
868,743,O,8840.31,1996-08-10,4-NOT SPECIFIED,Clerk#000000679,1,slyly special pending final
869,216,P,7774.17,1993-01-28,2-HIGH,Clerk#000000661,0,carefully unusual special express
870,432,O,7335.89,1995-04-11,1-URGENT,Clerk#000000321,0,unusual carefully final quickly
871,582,F,8885.72,1994-04-07,3-MEDIUM,Clerk#000000647,1,quickly final furiously furiously blithely
872,273,O,12032.95,1997-12-15,2-HIGH,Clerk#000000540,1,express regular unusual final furiously
873,289,O,4206.47,1997-09-16,1-URGENT,Clerk#000000812,1,carefully silent unusual silent final special
874,422,O,7935.88,1993-07-29,1-URGENT,Clerk#000000374,1,regular slyly quickly final final pending regular regular
875,960,F,6661.41,1996-04-29,1-URGENT,Clerk#000000064,0,silent silent blithely final furiously
876,951,F,6975.03,1996-09-09,4-NOT SPECIFIED,Clerk#000000204,0,blithely quickly express regular carefully slyly
877,314,P,10010.27,1997-12-19,2-HIGH,Clerk#000000555,0,special silent carefully furiously blithely
878,322,O,7982.92,1994-06-04,5-LOW,Clerk#000000403,0,special pending regular pending unusual special carefully
879,482,O,11519.04,1996-03-27,1-URGENT,Clerk#000000830,0,unusual carefully unusual slyly unusual pending unusual pending
880,221,P,8657.76,1994-08-03,3-MEDIUM,Clerk#000000501,1,slyly silent blithely
881,878,F,11194.07,1994-03-14,2-HIGH,Clerk#000000570,0,special unusual special
882,412,O,7909.08,1994-03-17,3-MEDIUM,Clerk#000000887,1,final furiously slyly regular quickly silent
883,687,O,5421.75,1994-05-19,2-HIGH,Clerk#000000310,1,quickly express unusual express special quickly quickly furiously
884,847,P,10225.32,1997-12-14,2-HIGH,Clerk#000000320,0,blithely blithely pending pending final
885,409,O,8265.89,1996-09-29,1-URGENT,Clerk#000000557,1,special furiously final slyly final
886,888,F,8207.02,1994-03-25,4-NOT SPECIFIED,Clerk#000000204,0,special pending slyly furiously
887,69,O,5929.59,1998-01-29,3-MEDIUM,Clerk#000000175,1,special slyly regular
888,992,P,5924.03,1998-09-21,1-URGENT,Clerk#000000749,0,carefully express silent pending
889,507,P,4814.99,1993-12-17,5-LOW,Clerk#000000343,1,regular final quickly
890,511,O,10165.43,1995-02-18,4-NOT SPECIFIED,Clerk#000000017,1,unusual final unusual
891,564,F,6072.28,1996-12-29,1-URGENT,Clerk#000000157,0,pending final quickly regular
892,251,O,10213.46,1996-07-22,2-HIGH,Clerk#000000780,0,pending quickly express pending blithely
893,516,O,11066.69,1996-09-05,1-URGENT,Clerk#000000194,0,unusual regular silent slyly pending unusual furiously special
894,344,F,6436.49,1996-12-22,5-LOW,Clerk#000000541,0,furiously special pending silent furiously
895,34,O,8141.13,1998-09-03,1-URGENT,Clerk#000000614,1,special slyly blithely
896,167,P,4114.45,1993-12-07,5-LOW,Clerk#000000260,1,express blithely final regular furiously slyly carefully
897,115,P,4344.09,1997-06-22,5-LOW,Clerk#000000406,1,regular carefully express carefully final slyly
898,401,F,12232.31,1997-07-18,2-HIGH,Clerk#000000306,1,carefully regular carefully regular regular special final
899,98,P,6979.19,1997-03-23,1-URGENT,Clerk#000000887,0,silent final pending carefully slyly slyly
900,819,O,9802.9,1993-02-10,3-MEDIUM,Clerk#000000489,0,furiously silent carefully unusual slyly quickly
901,793,O,10119.59,1996-01-13,5-LOW,Clerk#000000334,1,silent blithely pending carefully quickly blithely pending slyly
902,597,P,5727.25,1997-02-02,2-HIGH,Clerk#000000406,1,unusual express slyly
903,911,O,4325.94,1996-01-31,5-LOW,Clerk#000000347,1,carefully blithely express slyly
904,444,F,6060.28,1995-08-08,1-URGENT,Clerk#000000653,1,blithely pending silent silent
905,7,F,1329.95,1996-12-08,3-MEDIUM,Clerk#000000250,1,pending express pending final regular furiously unusual
906,976,F,7608.21,1993-07-25,4-NOT SPECIFIED,Clerk#000000088,1,carefully unusual special carefully carefully
907,676,P,8956.88,1998-01-25,3-MEDIUM,Clerk#000000589,0,slyly carefully carefully pending
908,926,P,1314.65,1996-02-16,4-NOT SPECIFIED,Clerk#000000799,1,express carefully final furiously blithely final regular slyly
909,907,F,10236.45,1996-09-14,2-HIGH,Clerk#000000681,1,express regular express quickly furiously furiously final furiously
910,986,F,4209.69,1997-09-27,4-NOT SPECIFIED,Clerk#000000859,1,final final express pending blithely
911,417,P,8720.83,1994-09-16,5-LOW,Clerk#000000622,0,silent silent blithely regular slyly unusual express quickly
912,722,P,7581.63,1996-08-02,1-URGENT,Clerk#000000806,1,slyly regular pending furiously unusual carefully final special
913,847,F,10799.2,1998-02-01,2-HIGH,Clerk#000000498,1,quickly slyly furiously
914,742,P,10264.84,1997-11-25,3-MEDIUM,Clerk#000000201,1,special quickly carefully carefully
915,83,O,9867.95,1997-08-23,4-NOT SPECIFIED,Clerk#000000226,0,express quickly furiously unusual furiously
916,82,O,7923.26,1998-06-21,3-MEDIUM,Clerk#000000978,0,carefully silent special carefully regular quickly furiously pending
917,609,F,9009.4,1996-07-08,1-URGENT,Clerk#000000496,0,pending regular unusual unusual blithely special
918,153,F,6310.22,1997-06-03,2-HIGH,Clerk#000000397,1,express blithely express
919,185,O,6820.52,1995-03-23,1-URGENT,Clerk#000000577,0,slyly silent special express unusual blithely
920,202,F,3482.42,1997-03-01,3-MEDIUM,Clerk#000000894,0,silent silent express express unusual silent
921,285,O,6231.16,1993-03-24,2-HIGH,Clerk#000000944,0,furiously regular furiously express blithely pending blithely silent
922,88,F,7101.62,1994-09-29,4-NOT SPECIFIED,Clerk#000000023,0,regular express blithely regular
923,888,F,5224.48,1998-07-18,3-MEDIUM,Clerk#000000533,1,quickly regular furiously quickly
924,685,F,7999.05,1995-10-29,1-URGENT,Clerk#000000938,0,regular carefully silent carefully
925,925,F,4929.74,1997-01-21,3-MEDIUM,Clerk#000000777,1,special blithely carefully blithely
926,147,O,9819.47,1996-02-25,3-MEDIUM,Clerk#000001000,0,final express pending express slyly express
927,18,O,7600.7,1998-11-16,2-HIGH,Clerk#000000112,1,slyly regular express pending regular carefully
928,784,F,8025.99,1993-12-09,5-LOW,Clerk#000000756,0,special express quickly carefully blithely blithely slyly blithely
929,650,F,7032.32,1998-04-14,3-MEDIUM,Clerk#000000300,1,slyly blithely express silent final unusual express pending
930,555,P,6461.75,1997-10-30,3-MEDIUM,Clerk#000000912,1,slyly blithely pending blithely silent carefully pending
931,45,F,5963.02,1998-03-08,4-NOT SPECIFIED,Clerk#000000267,1,unusual silent quickly carefully furiously silent
932,320,P,4806.21,1995-06-07,3-MEDIUM,Clerk#000000216,0,blithely express pending
933,328,F,5110.01,1994-01-16,3-MEDIUM,Clerk#000000936,0,unusual pending blithely final
934,377,O,7004.0,1996-04-16,3-MEDIUM,Clerk#000000420,0,silent special silent furiously carefully pending
935,120,O,9179.23,1993-02-05,2-HIGH,Clerk#000000827,1,unusual pending furiously carefully quickly furiously pending
936,296,O,3908.26,1994-11-15,1-URGENT,Clerk#000000710,1,carefully regular carefully special pending
937,955,O,11842.01,1996-11-26,1-URGENT,Clerk#000000348,1,final final silent silent carefully pending furiously special
938,387,F,9193.95,1998-03-08,3-MEDIUM,Clerk#000000130,0,regular quickly furiously special final final
939,502,F,9747.04,1995-08-10,5-LOW,Clerk#000000699,0,slyly silent quickly carefully carefully
940,46,P,11674.56,1994-05-14,4-NOT SPECIFIED,Clerk#000000512,0,pending express final special quickly regular regular
941,986,P,7875.4,1996-09-06,4-NOT SPECIFIED,Clerk#000000617,0,slyly quickly express final furiously
942,853,P,8197.05,1995-10-14,5-LOW,Clerk#000000572,1,carefully blithely silent
943,696,O,8799.67,1996-06-15,5-LOW,Clerk#000000841,1,blithely regular slyly silent unusual furiously
944,677,F,9799.94,1994-02-05,5-LOW,Clerk#000000636,1,express unusual carefully express pending final regular
945,612,O,5703.09,1996-05-16,5-LOW,Clerk#000000756,1,blithely final express blithely regular
946,272,F,6327.89,1998-01-07,3-MEDIUM,Clerk#000000517,1,unusual slyly blithely pending
947,798,P,7302.59,1996-09-18,5-LOW,Clerk#000000918,0,quickly furiously carefully special pending silent
948,877,P,9607.05,1997-02-20,2-HIGH,Clerk#000000515,1,furiously express carefully quickly slyly pending furiously furiously
949,222,O,10679.22,1996-09-16,5-LOW,Clerk#000000593,0,pending unusual carefully carefully
950,797,P,8497.6,1996-02-22,4-NOT SPECIFIED,Clerk#000000278,1,final regular final express special regular
951,405,P,9999.14,1993-09-16,1-URGENT,Clerk#000000088,0,quickly regular regular unusual special slyly quickly regular
952,426,O,7735.63,1996-11-09,2-HIGH,Clerk#000000964,0,slyly special quickly silent silent final carefully blithely
953,61,P,9402.8,1995-02-27,1-URGENT,Clerk#000000827,1,express final furiously final
954,701,P,10238.06,1998-02-06,1-URGENT,Clerk#000000122,1,regular blithely regular silent
955,896,F,5142.71,1995-06-04,3-MEDIUM,Clerk#000000956,0,silent quickly special special regular
956,452,P,6487.66,1998-11-23,1-URGENT,Clerk#000000488,0,special unusual blithely
957,177,F,9132.74,1997-04-02,5-LOW,Clerk#000000563,1,slyly special final carefully blithely slyly
958,590,O,9519.95,1998-04-20,1-URGENT,Clerk#000000869,1,furiously furiously unusual pending silent
959,994,P,6033.83,1995-05-24,1-URGENT,Clerk#000000895,0,blithely special final slyly final pending special
960,266,F,5967.07,1995-12-13,3-MEDIUM,Clerk#000000709,1,unusual furiously unusual unusual silent regular
961,352,O,7654.91,1994-12-14,4-NOT SPECIFIED,Clerk#000000831,1,furiously slyly carefully pending slyly final furiously
962,861,F,9229.46,1995-08-05,1-URGENT,Clerk#000000157,0,silent express pending express
963,772,F,8380.57,1993-06-17,5-LOW,Clerk#000000037,1,express pending special slyly express blithely
964,648,O,7638.3,1995-07-18,5-LOW,Clerk#000000789,1,final blithely blithely blithely express special slyly quickly
965,863,O,5735.22,1994-07-18,2-HIGH,Clerk#000000436,1,furiously slyly quickly quickly unusual
966,978,O,5889.74,1996-02-27,1-URGENT,Clerk#000000987,0,blithely blithely carefully carefully regular special
967,564,O,9821.85,1995-09-28,3-MEDIUM,Clerk#000000664,0,slyly regular carefully unusual pending carefully quickly
968,540,F,3128.95,1994-08-07,5-LOW,Clerk#000000395,0,final furiously unusual unusual carefully blithely silent
969,913,F,6770.12,1998-11-03,2-HIGH,Clerk#000000108,1,regular regular final unusual furiously
970,781,P,11053.19,1997-10-04,5-LOW,Clerk#000000317,0,regular special unusual slyly furiously furiously special unusual
971,978,P,8587.73,1998-04-19,5-LOW,Clerk#000000703,0,pending blithely unusual
972,691,F,9142.01,1998-09-16,3-MEDIUM,Clerk#000000917,0,quickly final carefully express regular furiously unusual unusual
973,497,F,2498.25,1994-05-19,2-HIGH,Clerk#000000745,0,special slyly blithely final slyly
974,529,P,7399.41,1996-04-05,5-LOW,Clerk#000000856,0,blithely pending quickly
975,598,O,9584.77,1996-12-17,2-HIGH,Clerk#000000174,1,final silent quickly slyly
976,702,F,12001.55,1993-03-18,3-MEDIUM,Clerk#000000590,0,carefully blithely quickly final carefully
977,955,O,6654.61,1997-05-13,1-URGENT,Clerk#000000593,0,blithely special furiously special
978,143,P,7628.17,1996-08-25,5-LOW,Clerk#000000554,0,silent quickly slyly blithely unusual final
979,873,O,3632.56,1994-05-17,2-HIGH,Clerk#000000395,1,quickly slyly quickly slyly
980,305,P,5533.18,1995-07-25,1-URGENT,Clerk#000000628,0,unusual special unusual
981,551,F,9934.08,1993-09-29,1-URGENT,Clerk#000000365,0,regular slyly unusual regular
982,101,O,6146.04,1993-04-12,3-MEDIUM,Clerk#000000244,1,pending furiously final
983,148,O,9921.03,1996-03-07,5-LOW,Clerk#000000842,0,pending blithely final silent carefully
984,296,O,3763.97,1995-06-15,5-LOW,Clerk#000000118,0,slyly special slyly
985,967,F,7488.57,1994-11-16,3-MEDIUM,Clerk#000000966,1,final final furiously furiously
986,528,P,9449.34,1993-07-31,3-MEDIUM,Clerk#000000519,0,final furiously special pending final special pending final
987,525,P,8043.3,1998-03-29,5-LOW,Clerk#000000479,0,slyly final final final pending special special
988,639,P,7867.83,1998-06-17,1-URGENT,Clerk#000000276,0,pending silent express quickly slyly pending
989,264,O,7271.57,1994-09-13,4-NOT SPECIFIED,Clerk#000000771,1,pending special special final special
990,985,F,8902.87,1993-07-03,2-HIGH,Clerk#000000106,1,blithely special quickly furiously
991,557,P,7370.52,1993-04-07,3-MEDIUM,Clerk#000000218,1,special regular regular
992,367,P,6513.12,1997-06-11,2-HIGH,Clerk#000000296,0,furiously express slyly pending furiously furiously slyly final
993,15,P,6845.18,1997-11-01,5-LOW,Clerk#000000297,0,special furiously furiously pending
994,522,O,8972.6,1994-06-10,2-HIGH,Clerk#000000152,1,blithely blithely final regular furiously furiously quickly special
995,910,P,4774.46,1998-10-31,3-MEDIUM,Clerk#000000149,1,regular blithely carefully slyly silent pending silent silent
996,182,P,6339.85,1993-06-04,1-URGENT,Clerk#000000736,0,silent furiously silent unusual
997,88,F,6314.61,1996-08-09,2-HIGH,Clerk#000000463,0,furiously pending unusual express blithely silent regular
998,407,O,6056.29,1995-04-04,3-MEDIUM,Clerk#000000022,1,blithely final quickly
999,480,P,6956.81,1994-07-16,2-HIGH,Clerk#000000459,0,slyly quickly quickly
1000,778,P,8839.62,1994-10-28,1-URGENT,Clerk#000000358,0,carefully pending pending special
1001,403,P,5312.0,1997-02-23,2-HIGH,Clerk#000000841,0,furiously quickly blithely pending special pending
1002,664,F,7565.86,1994-12-23,1-URGENT,Clerk#000000404,0,silent carefully express
1003,85,F,13714.15,1996-02-07,3-MEDIUM,Clerk#000000525,1,express pending blithely unusual pending
1004,809,O,7216.16,1996-09-10,1-URGENT,Clerk#000000380,1,express unusual blithely
1005,353,P,6580.29,1995-08-17,3-MEDIUM,Clerk#000000513,1,carefully furiously silent special quickly blithely
1006,522,F,6680.11,1995-03-11,1-URGENT,Clerk#000000157,0,blithely quickly express
1007,764,F,7614.18,1994-08-14,2-HIGH,Clerk#000000374,0,carefully silent slyly blithely express express final quickly
1008,423,F,5551.3,1996-05-09,5-LOW,Clerk#000000202,0,quickly unusual carefully
1009,714,F,7114.64,1996-06-15,1-URGENT,Clerk#000000953,0,pending carefully unusual
1010,885,P,5435.05,1998-05-31,5-LOW,Clerk#000000279,0,blithely slyly pending final unusual blithely slyly
1011,56,P,9134.0,1994-01-04,3-MEDIUM,Clerk#000000377,1,pending pending furiously silent special
1012,584,F,10907.01,1995-10-17,3-MEDIUM,Clerk#000000191,0,quickly slyly quickly quickly
1013,462,F,8197.15,1994-03-09,2-HIGH,Clerk#000000811,0,blithely carefully quickly slyly regular final
1014,499,P,2582.7,1993-01-10,1-URGENT,Clerk#000000808,1,pending special regular
1015,329,F,8971.75,1995-10-02,1-URGENT,Clerk#000000460,0,silent slyly furiously pending slyly quickly
1016,426,O,9597.83,1994-04-03,2-HIGH,Clerk#000000088,0,regular special quickly carefully special express pending furiously
1017,106,P,7035.72,1994-06-12,2-HIGH,Clerk#000000125,0,pending silent regular unusual express regular
1018,575,P,8190.43,1995-02-21,5-LOW,Clerk#000000398,0,silent carefully unusual slyly express final final
1019,551,P,4897.41,1998-09-07,5-LOW,Clerk#000000340,1,final furiously regular unusual quickly quickly silent regular
1020,730,O,10679.95,1995-06-09,1-URGENT,Clerk#000000870,0,carefully quickly pending express silent
1021,945,F,6816.37,1997-07-01,2-HIGH,Clerk#000000876,1,furiously slyly carefully express
1022,723,P,9625.32,1996-07-06,1-URGENT,Clerk#000000794,0,express express furiously special final express blithely regular
1023,196,F,8374.51,1998-07-22,1-URGENT,Clerk#000000830,0,carefully final silent blithely quickly quickly
1024,557,P,6693.13,1994-08-09,1-URGENT,Clerk#000000574,0,express slyly carefully slyly furiously blithely
1025,427,P,6993.75,1993-12-12,5-LOW,Clerk#000000346,0,quickly special special pending pending
